Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Route_Distance_km,Battery_Capacity_kWh,Initial_Charge_Percent,Energy_Consumption_Rate_kWh_km,Estimated_Energy_Required_kWh,Charging_Needed
37.634873285801,-122.36181245237951,37.67734706926011,-122.31265400225266,6.405695627375851,56.87604720729966,67.05331755251292,0.22269470424811783,1.4265144932419267,False
37.78493872365571,-122.3245321293238,37.65158832554303,-122.36800319079316,15.312951541730989,90.8611100100608,77.76004057997312,0.3059301156712013,4.684693036429262,False
37.64837045818009,-122.48137944643882,37.77944315159066,-122.31991638856734,20.35044181673389,81.65507286366339,66.95148955243504,0.2698419149225322,5.491402189347048,False
37.74519113577404,-122.32057794800949,37.77741728485302,-122.34402489082848,4.133885148138427,82.1015823077144,54.206998249752445,0.23232574281892276,0.9604079377693726,False
37.779710837705416,-122.37871418806807,37.60183941032333,-122.47970569142679,21.682989059229275,83.17508845540279,50.253079192310935,0.23216161028349974,5.033957655750176,False
37.70974675787332,-122.36162096046147,37.73039225190052,-122.45514613810789,8.54044371475274,85.6089610673768,61.862454374840006,0.26507993963185356,2.2639003043358996,False
37.749298281023606,-122.37007342019055,37.769844682098835,-122.36847742153994,2.288959587595784,78.41543016677358,54.683738391404624,0.2735431606118867,0.6261292401038315,False
37.65304047353634,-122.45120207132419,37.794602110950485,-122.42138045506665,15.957959363942125,94.60232775885567,81.55693129986315,0.3589622607083297,5.728305169572325,False
37.700527418621036,-122.38461922307472,37.698503538763774,-122.46095140244039,6.7195216862250495,86.12260576307527,64.03861812204279,0.20486319328629077,1.3765826699965449,False
37.72909445918143,-122.4645778641186,37.78809171687058,-122.30921428459948,15.151875254784681,95.74321951102243,68.50793501277222,0.2030913233057735,3.077214396058225,False
37.78566371251754,-122.41436317033654,37.79333096380873,-122.30727600458215,9.448689088759748,92.65047277336801,64.72244460347929,0.27701954572038506,2.6174715590213844,False
37.77022733430337,-122.43661559896874,37.63389854933722,-122.38863974750832,15.735708090419187,96.80773870803905,84.80148983374865,0.31401223401787304,4.941204851325648,False
37.619435298754155,-122.37699855466016,37.79801077002085,-122.47198319695269,21.543136153051012,75.91648261818683,93.86865359639778,0.3481537235508409,7.5003230686474485,False
37.73940314819905,-122.35950318320258,37.671898230243954,-122.4412816311471,10.3971806857106,90.46805777392568,90.50566973395904,0.3734144637160208,3.8824576499131926,False
37.78264811051129,-122.39773152022781,37.70030325893744,-122.34034096420665,10.454878606134523,82.49819653888825,85.09834386288517,0.35915853388722024,3.75495887214814,False
37.77800106836351,-122.4324009686297,37.67511659052799,-122.48120361203182,12.218886473369613,78.9140070498087,51.797113689837104,0.29311960362649203,3.581595159831206,False
37.70852892694151,-122.44269174957434,37.7181666521138,-122.49389995001219,4.630214131201506,51.86740943746072,91.1300280329829,0.2720381282822526,1.259594785798094,False
37.625412102530376,-122.39555134798904,37.75399871061972,-122.45683579450063,15.281280763273433,81.14452379095002,54.2673732496884,0.21033634423372155,3.214208730956028,False
37.70627092631363,-122.39187297567798,37.72748598029964,-122.35478173325546,4.026054736334205,98.79260397312673,75.81501741505977,0.2645912945882492,1.0652590347698196,False
37.75903723895374,-122.44583354974759,37.68779428414113,-122.48430872373154,8.614353791061745,51.267537170772876,98.13242073389625,0.3671960241024412,3.163156462289664,False
37.73919484121874,-122.41820941111715,37.63465886401417,-122.46871259146579,12.44443546036003,62.512144908229764,77.46133323530603,0.34291918454001247,4.267435660127476,False
37.73203947534355,-122.44401322061081,37.790973056132636,-122.35242061666085,10.381332016758032,77.71770262557004,80.58603731171762,0.283920012485558,2.9474679158146633,False
37.64954619790023,-122.42880546426974,37.75156922209287,-122.49712130227405,12.838266280935056,55.80363202534581,52.30013210108764,0.20814576046379404,2.672230698081912,False
37.7710921168022,-122.359268428124,37.69483476581746,-122.4804331678698,13.617521392911135,74.58079375584161,73.67358853902829,0.23464037398200305,3.1952203123405956,False
37.6867703298476,-122.42029905312053,37.72317001961044,-122.37298126982647,5.806061810496583,52.265200488602225,68.73063073132356,0.3251719831428473,1.8879686331691243,False
37.700627251716014,-122.32870203176233,37.73173872632379,-122.4674131145837,12.682095692085703,53.52843737002149,82.12096391031578,0.20530226210832436,2.60366293385943,False
37.717155116254695,-122.31195395171501,37.71509483557517,-122.4223660147587,9.714645733954828,82.16441092211765,72.91264452457582,0.309123357863187,3.0030239097314015,False
37.7882929617553,-122.42277947243984,37.79223811276478,-122.31892987160879,9.136093362019398,59.78955673946482,53.46806504375827,0.22015560027548534,2.0113621182882575,False
37.603644365130314,-122.48111140784881,37.73660135468327,-122.48576227030796,14.789808683735641,65.94878151468806,92.24376554847272,0.2046543871471652,3.0267992321937394,False
37.762893696517786,-122.44362904504531,37.62363296552433,-122.36065256692717,17.11991597522525,81.4471423389942,93.87360067635265,0.34701420876077715,5.940854096193779,False
37.76069618607697,-122.44359308548574,37.63548790875595,-122.34987704967183,16.180929323088193,90.3417369633632,99.52525710003367,0.2825235353822853,4.571493358129765,False
37.67440361715855,-122.3447174078516,37.66816070805061,-122.31384853487928,2.80417762587072,92.92063759215058,71.44970136875092,0.3501742135582995,0.9819506948170587,False
37.75090857481693,-122.47937522623282,37.78051058133591,-122.39894952551043,7.798303613990551,91.32287330538708,66.00248005153058,0.37910464569924013,2.9563731286369914,False
37.67784033574683,-122.49783246970394,37.78107639528385,-122.48174266464277,11.566209590664055,65.96568187952074,97.50309835254025,0.39012142938751126,4.512226218105403,False
37.71468757762466,-122.37363255756604,37.68968910439566,-122.44135784566039,6.574805019776591,66.4332272684958,83.62592280385192,0.35047490588753605,2.3043041705351004,False
37.75831580874517,-122.34207637144108,37.61824122060974,-122.40111593905948,16.41913782963339,52.877938000832216,77.47644411618678,0.2883061002746754,4.733737597534,False
37.77754083655166,-122.42981699748958,37.623413403285525,-122.47140166358943,17.524349348435603,88.0755315858736,80.91090316581305,0.22022453522455807,3.8592916903720176,False
37.616821361223,-122.35980617370818,37.61455260127284,-122.33562798814192,2.1445050189197516,85.3121113578248,54.06743903209499,0.2169675428170384,0.46528798451382497,False
37.79732791570023,-122.42514584084877,37.67412842941338,-122.3374400865485,15.721056097068354,97.36242886919294,99.30005319114355,0.35067563705178834,5.512991361966346,False
37.67525191710618,-122.48329985666027,37.755429383185486,-122.38831915005284,12.21816905080547,71.21110046234881,95.3177192547368,0.22223949646123028,2.7153597375291953,False
37.69852502085817,-122.49772927104651,37.69373212839882,-122.48873934486363,0.9537676816831432,55.94089581340359,55.87631233885524,0.32984206042321274,0.31459269729143885,False
37.74920897585308,-122.38332624698057,37.79243450969491,-122.42502588409526,6.044497802250906,64.28560431409304,93.42995640947301,0.24471916770389054,1.4792044713548373,False
37.79264450788812,-122.49756910506204,37.79397576534153,-122.49136801760989,0.5646341551230014,94.55715568490355,76.385055454315,0.39859295922386007,0.2250591987693412,False
37.61475931294708,-122.38922914311973,37.79386050712382,-122.39538043116598,19.922495300028395,81.46993190676312,84.78743444923086,0.2909082129535547,5.795617505306852,False
37.72551161601681,-122.38313713761538,37.7802316020982,-122.4909107239317,11.260584563981702,64.04815947961151,97.52057420382793,0.3780527567781833,4.257095037347139,False
37.69113135055714,-122.3759734804397,37.65547623659623,-122.46237576805525,8.575878254517043,73.18492024699911,67.66761140130264,0.3167312223701744,2.7162484024509808,False
37.615546927393,-122.30512103846677,37.79724214889592,-122.36036765719605,20.779947543775712,76.80481831720601,65.47638081431639,0.36275900394138977,7.538113072934406,False
37.736946234510775,-122.46747661213102,37.782185436898764,-122.33549255141537,12.646166402973545,97.48999566459621,86.285975419418,0.322683039187158,4.080703408978033,False
37.68364860725812,-122.3134543033292,37.77321277790008,-122.49095626597877,18.516888089476147,51.3183487248626,68.82316834390248,0.3621106661563666,6.705162681223098,False
37.79745522586298,-122.46991662177929,37.71882614307042,-122.4238218286738,9.63656555736422,98.49571989073016,92.10594615678544,0.3676657409422276,3.5430350157866664,False
37.69373863195899,-122.41703609953247,37.65468141438614,-122.48872490066981,7.659606822570487,93.23611881275266,90.64505045650388,0.39994353465722615,3.0634102267034455,False
37.799327367414776,-122.38891365887947,37.7537974830361,-122.31104685402352,8.512713843913419,92.48236953387057,62.36740508715988,0.29010882706201874,2.4696134283723308,False
37.6258318830303,-122.30918979454825,37.721234926890176,-122.45427143889931,16.60060315892982,83.58503422029284,80.90641202289478,0.27163254360656813,4.5092640614633375,False
37.62271151843993,-122.36568536088144,37.70406154018076,-122.34553632165287,9.217943299583322,76.00817505559966,92.609075015927,0.3103813677548971,2.861077849211761,False
37.712187594307075,-122.32466927946832,37.68069657324248,-122.47319695430987,13.529103478704583,51.43913381566695,87.75686278368094,0.324061910270693,4.384267117558885,False
37.740815953619844,-122.45740716769822,37.62727429511735,-122.49709106686642,13.099318544445454,67.52937794032985,79.49588434273166,0.27844880901994645,3.6474896476737353,False
37.68749498440474,-122.31916826110125,37.66965109340466,-122.39720210216804,7.148293037588547,89.18265063705715,69.8271391160635,0.3244173400455747,2.319030213120778,False
37.77247274174935,-122.31009587526847,37.62941469618581,-122.3146824749677,15.912446186385358,74.6058146539769,62.91221941494792,0.2918271512476523,4.643683839954408,False
37.796006515057094,-122.40147638120142,37.665750322057505,-122.37331982913665,14.693969531481578,62.00728093890965,53.7931664054332,0.22577594438212986,3.3175448476924956,False
37.62560916779155,-122.46961946129754,37.627765434529884,-122.37182505103935,8.615794638662507,59.09400421995724,67.28336416619317,0.3793576819812024,3.26846788254908,False
37.69479232805257,-122.3664884522958,37.634463974240326,-122.46154219623827,10.723978351228878,52.043430813323944,58.44675315360823,0.2557180678063917,2.742315023173823,False
37.63540209685535,-122.48225949324859,37.62412717422012,-122.40784424639345,6.672101795441799,60.31668592028963,68.21349305240378,0.3006834541709714,2.0061906144337804,False
37.73807896572587,-122.49213757203178,37.759882079781804,-122.37441992210182,10.630112389986538,54.08795159744359,93.67893120533886,0.3841744801063627,4.083817900895283,False
37.61221559197097,-122.44462447037056,37.76124025595861,-122.35034806192327,18.531412840785155,59.226050967818864,60.467466166835514,0.27409442055827643,5.07935686472121,False
37.696904597038206,-122.37634904569394,37.67378272791395,-122.40749305677338,3.7578010290609587,87.37354690668782,51.834160144529896,0.2504873888688042,0.9412817676579849,False
37.74266991717691,-122.32095863246256,37.70233548842313,-122.39357730294694,7.804455807056255,55.358600566988805,72.37061834117273,0.30652345329100467,2.392248745035918,False
37.64849410072695,-122.44615135381012,37.675456832620924,-122.49598576044446,5.3133499506614665,66.10395827915892,60.572400349827234,0.2654994704355829,1.41069159813955,False
37.62395242636385,-122.32189454385203,37.718718490710806,-122.3641795361711,11.175413550856637,89.45856193036691,74.92210994645286,0.21738405761748475,2.429356743238639,False
37.707421308363706,-122.38263177639583,37.74908789483686,-122.41366809075406,5.377369036170165,56.37901513977819,64.18879528993622,0.27261645927972705,1.465959306881149,False
37.72918344826632,-122.38584433906621,37.671219345179566,-122.3026969502414,9.749643090282545,80.28874096784436,61.86133958679972,0.22035649452408076,2.1483971742355874,False
37.63057182783687,-122.4508084543231,37.63213627465191,-122.46268659518974,1.0603729239107034,64.25475843469235,58.66867976473774,0.3793530849252851,0.40225573985676993,False
37.61604674913233,-122.39509772208595,37.68207936539793,-122.30352427661828,10.90461917991005,55.60194510840262,69.89277995228709,0.3938940866550738,4.295265012192069,False
37.773101425178794,-122.33658558581014,37.65158056540899,-122.46582248252199,17.658638808041466,83.43216099622155,96.46879945637929,0.311352578602786,5.4980627274989375,False
37.71432253789398,-122.44400418126794,37.753898586638385,-122.4625912502885,4.6944102106740395,66.18396182021219,71.27182193082083,0.30152207573689105,1.4154683110828925,False
37.64848194648302,-122.47703263505215,37.72212400848832,-122.44227388935195,8.741229338785555,79.06191107113061,57.718135763710116,0.2962280203709635,2.5893970626370315,False
37.70651788651032,-122.48963529263551,37.667320855638785,-122.47311706461221,4.594493383119629,53.168748523638385,99.49801161949726,0.2644707689949446,1.2151091981758328,False
37.76197488917092,-122.44907186904724,37.73630054444479,-122.34795442802206,9.337542772374496,79.78193703039221,73.57880942750792,0.2823681828294537,2.6366249847276855,False
37.669773653308596,-122.31409417115043,37.76612388155754,-122.30699461786669,10.731840319111942,56.21486117427724,86.5433737601822,0.3876680913642076,4.160392053335575,False
37.63624661323313,-122.48670074652665,37.74822412985801,-122.38510537736401,15.32797072718268,92.0914388379136,56.988618831314476,0.35905346237197805,5.503560960731268,False
37.64032546400955,-122.46726881142686,37.6328531595862,-122.33708505595372,11.49343388136093,83.25986103481,76.15327123845597,0.2717660968247005,3.1235256650502277,False
37.77544010816262,-122.42151097851547,37.76331988789431,-122.41217301828596,1.577973890040034,68.84722147124538,73.13398928348032,0.2602755748328284,0.4107080613013642,False
37.749521876035246,-122.3994559219815,37.646442539029366,-122.32008508534508,13.42165163132233,69.19456106866058,77.17764305569943,0.38129442219290943,5.117600903639568,False
37.724847599182795,-122.47662039185833,37.78796642472269,-122.37445838938571,11.39843375436983,66.74528073285431,56.96360363316936,0.3588050378540592,4.089815454713653,False
37.724014551185704,-122.39330778160473,37.77877851661019,-122.34228055775509,7.563614089650931,57.58374398663756,65.5861033897774,0.24969782796289317,1.888618009735373,False
37.748789258514535,-122.49329351305285,37.71397793697426,-122.34750826285186,13.39235892683624,93.83828183808747,67.10408743579538,0.3642514609344026,4.878186304457988,False
37.622126347391045,-122.33070954165309,37.6254977324664,-122.42054254188793,7.920503213021924,89.86476828897769,57.49587136743869,0.2458502790465283,1.947257925110364,False
37.744450513678615,-122.35599269269078,37.72822952657706,-122.36121031110657,1.8611340051950596,77.13622216737981,62.58995294534764,0.2691391987007839,0.5009041148329789,False
37.63631954336029,-122.31830988773328,37.716678358953224,-122.41982971664727,12.63602630878863,73.10029018220663,97.36416698059077,0.23067028062321604,2.914755734610614,False
37.71724596640336,-122.3988222642231,37.72229084708693,-122.49637796323583,8.598982021600138,93.60619544720757,96.60591412418061,0.3130266367178418,2.6917104214186796,False
37.739330164775374,-122.31550012376454,37.74144772686268,-122.46949219141715,13.542889466848449,78.81441800834065,80.3357523191428,0.2848261342604772,3.857368853559379,False
37.74728884712494,-122.31312659704619,37.785113702581356,-122.40983212571918,9.484157871444177,55.661902292037766,99.24205994811673,0.36777961728918684,3.488079952269968,False
37.62493253624066,-122.31583162347653,37.773979272412426,-122.39623238857479,18.01970230246444,79.56377178724647,69.95013519350651,0.21095232776440628,3.8012981463265056,False
37.66703944832918,-122.3394293102804,37.60092640460092,-122.43330016566178,11.062195211453412,69.90843467954717,76.86978014689615,0.3839711232825521,4.247563521312636,False
37.669269198873195,-122.43060935962076,37.74750024962195,-122.40955641182204,8.893863241051891,61.2302411469991,72.62197580663467,0.22817140407595998,2.029325263370378,False
37.635277397301245,-122.40032644545211,37.68378508990091,-122.31703081978638,9.102557001726678,68.11969495583166,79.02941751390217,0.3264528575839061,2.9715557445340663,False
37.60261889131767,-122.36729252559665,37.63560719337395,-122.30778593650611,6.397211245513929,57.43313638765565,70.73120618635119,0.2170699336157288,1.3886422203895021,False
37.79937485036918,-122.39956099793375,37.71907700346401,-122.48658470452231,11.757886044146018,87.49802351995889,60.49527965477929,0.37961085788814275,4.463421208169291,False
37.6410279280964,-122.46186245586726,37.60730993356962,-122.405586610978,6.214584052432985,78.24205666313082,53.285431971417616,0.35510552333900214,2.206833122273432,False
37.690657766949606,-122.39512194613448,37.688152549387645,-122.41984738782493,2.19341743475111,77.98201656541089,57.76201229653562,0.23638562609905422,0.5184923536102225,False
37.7723571242027,-122.31077690757327,37.67466186325595,-122.44585106537129,16.097987702654244,82.19997716195078,70.43670855490483,0.20507727113206897,3.3013313887779363,False
